"CertificateOfOrigin","EUCitizen","Perishable","Fragile","Volume","PreDeclared","MultiplePackage","Category","OnlineDeclaration","ExporterValidation","SecuredDelivery","LithiumBatteries","ExpressDelivery","EntryPoint","Origin","PaperlessBilling","PaymentMethod","Weight","Price","Inspection","packageID"
"Yes",0,"Yes","No",70,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Mailed check",19.9,1363.45,"No","6345-FZOQH"
"No",0,"No","No",5,"Yes","No","Electronics","No","No","No","No","No","Antwerp","China","Yes","Bank transfer (automatic)",70.9,273,"Yes","3376-BMGFE"
"Yes",0,"Yes","No",73,"Yes","Yes","Clothing","Yes","Yes","Yes","Yes","Yes","Brussels","Africa","Yes","Bank transfer (automatic)",89.05,6254.45,"No","5997-OPVFA"
"Yes",1,"Yes","No",59,"No",NA,"Clothing","No","Yes","Yes","No","No","Brussels","China","Yes","Electronic check",45.3,2651.2,"Yes","3445-HXXGF"
"No",0,"Yes","Yes",17,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Electronic check",20.4,321.4,"No","1159-WFSGR"
"Yes",0,"Yes","No",44,"Yes","No","Electronics","Yes","No","Yes","Yes","No","Antwerp","US","Yes","Bank transfer (automatic)",84.25,3539.25,"No","7654-YWJUF"
"No",0,"Yes","No",3,"Yes","Yes","Electronics","No","No","Yes","Yes","Yes","Brussels","China","Yes","Electronic check",104.4,242.8,"Yes","1875-QIVME"
"Yes",0,"Yes","No",15,"Yes","No","Clothing","No","Yes","Yes","Yes","Yes","Brussels","Africa","No","Mailed check",81.95,1181.75,"No","6727-IOTLZ"
"No",0,"Yes","No",54,"Yes","No","Electronics","No","No","Yes","No","Yes","Brussels","US","Yes","Bank transfer (automatic)",94.85,5000.2,"Yes","0691-JVSYA"
"No",0,"No","No",33,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","US","No","Bank transfer (automatic)",20.55,654.55,"No","5918-VUKWP"
"No",0,"Yes","No",35,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","China","No","Electronic check",24.7,780.2,"No","1744-JHKYS"
"No",1,"No","No",16,"Yes","Yes","Electronics","No","No","No","No","No","Antwerp","China","Yes","Mailed check",74.45,1145.7,"Yes","2656-FMOKZ"
"No",1,"No","No",8,"Yes","No","Electronics","Yes","No","No","No","No","Antwerp","China","No","Bank transfer (automatic)",76.45,503.6,"Yes","2070-FNEXE"
"No",0,"Yes","Yes",16,"Yes","Yes","Electronics","No","Yes","Yes","No","Yes","Brussels","China","Yes","Bank transfer (automatic)",105.35,1559.25,"No","5947-SGKCL"
"Yes",0,"Yes","No",62,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","US","Yes","Credit card (automatic)",20.55,1252,"No","3712-PKXZA"
"No",0,"No","No",2,"No",NA,"Clothing","No","Yes","No","No","No","Antwerp","China","No","Bank transfer (automatic)",29.95,29.95,"Yes","6317-YPKDH"
"No",0,"No","No",2,"Yes","No","Clothing","No","No","No","No","No","Antwerp","China","No","Mailed check",45.3,45.3,"No","6582-OIVSP"
"Yes",0,"No","No",9,"Yes","Yes","Electronics","No","No","No","No","No","Brussels","China","No","Bank transfer (automatic)",84.5,662.65,"Yes","9367-WXLCH"
"Yes",0,"Yes","Yes",34,"Yes","No","Clothing","Yes","No","Yes","No","Yes","Brussels","US","No","Credit card (automatic)",74.75,2453.3,"No","5524-KHNJP"
"No",0,"No","No",14,"Yes","No","Electronics","No","Yes","Yes","No","No","Antwerp","China","Yes","Electronic check",79.25,1111.65,"Yes","1918-ZBFQJ"
"No",0,"Yes","No",2,"No",NA,"Clothing","No","No","No","No","No","Antwerp","China","Yes","Electronic check",24.8,24.8,"Yes","1024-GUALD"
"Yes",0,"No","No",21,"Yes","No","Clothing","No","Yes","No","No","No","Antwerp","China","Yes","Mailed check",51.8,1023.85,"No","4827-USJHP"
"Yes",0,"No","No",4,"No",NA,"Clothing","No","No","No","Yes","No","Antwerp","China","No","Electronic check",30.4,82.15,"No","8167-GJLRN"
"No",0,"No","No",14,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","US","No","Electronic check",19.65,244.8,"No","0956-SYCWG"
"No",0,"Yes","No",41,"Yes","Yes","Clothing","No","Yes","No","No","No","Antwerp","China","No","Credit card (automatic)",56.6,2379.1,"No","8017-UVSZU"
"Yes",0,"Yes","Yes",44,"Yes","Yes","Clothing","Yes","No","No","Yes","No","Brussels","US","Yes","Credit card (automatic)",71.9,3173.35,"No","7100-FQPRV"
"Yes",0,"Yes","No",7,"Yes","No","Electronics","No","Yes","Yes","No","No","Brussels","China","Yes","Electronic check",91,531,"Yes","2472-OVKUP"
"No",0,"Yes","Yes",70,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Bank transfer (automatic)",19.75,1375.4,"No","2984-RGEYA"
"No",0,"Yes","Yes",73,"Yes","Yes","Electronics","Yes","Yes","Yes","No","Yes","Brussels","Africa","No","Credit card (automatic)",109.7,8129.3,"No","9680-NIAUV"
"Yes",0,"Yes","Yes",60,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Credit card (automatic)",19.3,1192.7,"No","2146-EGVDT"
"No",0,"Yes","No",21,"Yes","No","Electronics","Yes","Yes","No","Yes","Yes","Antwerp","China","Yes","Electronic check",96.55,1901.65,"No","2604-IJPDU"
"Yes",0,"Yes","Yes",25,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","Africa","Yes","Bank transfer (automatic)",24.1,587.4,"No","9178-JHUVJ"
"Yes",0,"No","No",60,"Yes","Yes","Electronics","No","Yes","Yes","Yes","Yes","Brussels","China","Yes","Electronic check",111.35,6519.75,"No","6168-YBYNP"
"Yes",0,"Yes","Yes",73,"Yes","Yes","Electronics","No","Yes","Yes","Yes","Yes","Brussels","Africa","Yes","Bank transfer (automatic)",112.25,8041.65,"No","7255-SSFBC"
"Yes",0,"No","Yes",2,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Mailed check",20.75,20.75,"No","3645-DEYGF"
"No",0,"Yes","No",28,"Yes","No","Electronics","Yes","No","No","Yes","Yes","Brussels","US","Yes","Credit card (automatic)",101.9,2681.15,"No","9323-HGFWY"
"No",0,"No","No",15,"Yes","No","Electronics","No","Yes","No","Yes","No","Antwerp","China","Yes","Credit card (automatic)",80.05,1112.3,"No","8544-GOQSH"
"Yes",0,"Yes","Yes",72,"Yes","Yes","Electronics","Yes","No","Yes","No","Yes","Brussels","Africa","No","Electronic check",105.55,7405.5,"No","3363-DTIVD"
"Yes",0,"No","Yes",14,"Yes","No","Electronics","No","No","No","No","Yes","Antwerp","China","Yes","Credit card (automatic)",78.3,1033.95,"No","7018-WBJNK"
"Yes",0,"No","No",45,"Yes","No","Electronics","No","No","No","No","No","Antwerp","China","No","Credit card (automatic)",68.85,2958.95,"No","9142-KZXOP"
"No",0,"No","No",34,"Yes","No","Electronics","No","Yes","No","Yes","No","Antwerp","US","Yes","Bank transfer (automatic)",79.95,2684.85,"No","7674-YTAFD"
"Yes",0,"Yes","Yes",73,"No",NA,"Clothing","Yes","Yes","Yes","Yes","No","Brussels","Africa","Yes","Credit card (automatic)",55.45,4179.2,"No","6348-SNFUS"
"Yes",0,"No","No",2,"Yes","No","Electronics","No","No","No","No","No","Brussels","China","No","Electronic check",79.9,79.9,"Yes","1285-OKIPP"
"No",0,"No","No",20,"Yes","No","Electronics","Yes","No","Yes","Yes","Yes","Brussels","China","Yes","Electronic check",106.6,1934.45,"Yes","7825-ECJRF"
"Yes",0,"Yes","No",65,"Yes","No","Electronics","No","Yes","Yes","Yes","Yes","Brussels","US","Yes","Credit card (automatic)",102.45,6654.1,"No","1347-KTTTA"
"Yes",0,"No","No",3,"Yes","No","Clothing","No","No","No","No","No","Antwerp","China","Yes","Credit card (automatic)",46,84.5,"Yes","7841-TZDMQ"
"No",0,"No","No",2,"No",NA,"Clothing","No","No","No","No","No","Antwerp","China","No","Electronic check",25.25,25.25,"No","4195-NZGTA"
"Yes",0,"No","Yes",62,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Mailed check",19.75,1124.2,"No","7157-SMCFK"
"No",0,"Yes","Yes",30,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","US","No","Electronic check",20,540.05,"No","4709-LKHYG"
"Yes",1,"Yes","No",24,"Yes","Yes","Electronics","No","No","No","No","No","Brussels","China","No","Electronic check",86.8,1975.85,"No","2504-DSHIH"
"No",0,"Yes","No",58,"No",NA,"Clothing","Yes","Yes","Yes","No","Yes","Brussels","China","Yes","Bank transfer (automatic)",58.75,3437.45,"No","0699-NDKJM"
"Yes",0,"Yes","Yes",73,"No",NA,"Clothing","Yes","Yes","Yes","Yes","No","Antwerp","Africa","No","Credit card (automatic)",45.25,3139.8,"No","9286-BHDQG"
"Yes",0,"Yes","No",67,"No",NA,"Clothing","Yes","Yes","Yes","Yes","Yes","Antwerp","Africa","Yes","Bank transfer (automatic)",56.6,3789.2,"No","0230-WEQUW"
"Yes",0,"Yes","Yes",66,"Yes","Yes","Clothing","No","Yes","Yes","Yes","Yes","Brussels","Africa","Yes","Bank transfer (automatic)",84.2,5324.5,"No","2040-LDIWQ"
"No",0,"No","No",9,"Yes","No","Electronics","No","No","No","No","Yes","Antwerp","China","Yes","Bank transfer (automatic)",80,624.6,"No","6496-JDSSB"
"No",0,"No","No",5,"Yes","No","Electronics","No","No","No","No","No","Antwerp","China","Yes","Electronic check",70.15,268.35,"Yes","9408-SSNVZ"
"No",0,"Yes","No",72,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Bank transfer (automatic)",24.75,1836.9,"No","4443-EMBNA"
"Yes",0,"Yes","Yes",2,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","US","Yes","Electronic check",20.2,20.2,"No","6469-MRVET"
"Yes",0,"Yes","No",5,"Yes","No","Clothing","No","No","No","Yes","No","Antwerp","China","No","Mailed check",50.05,179.35,"Yes","0742-MOABM"
"No",0,"No","No",13,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","US","Yes","Bank transfer (automatic)",19.35,219.35,"No","5961-VUSRV"
"Yes",0,"No","No",25,"No",NA,"Clothing","Yes","No","No","No","Yes","Brussels","US","Yes","Mailed check",50.6,1288.75,"No","6778-JFCMK"
"No",0,"Yes","Yes",32,"Yes","No","Clothing","Yes","No","Yes","Yes","Yes","Brussels","US","Yes","Mailed check",81.15,2545.75,"No","6341-JVQGF"
"No",0,"Yes","No",2,"Yes","No","Clothing","No","No","No","No","Yes","Antwerp","China","No","Mailed check",55.2,55.2,"Yes","2232-DMLXU"
"Yes",0,"No","No",31,"Yes","Yes","Electronics","No","No","No","Yes","No","Brussels","China","Yes","Credit card (automatic)",89.9,2723.15,"No","4811-JBUVU"
"No",0,"Yes","Yes",48,"Yes","Yes","Clothing","Yes","Yes","No","Yes","Yes","Brussels","Africa","Yes","Credit card (automatic)",85.3,4107.25,"No","0945-TSONX"
"Yes",0,"No","No",55,"Yes","Yes","Electronics","Yes","Yes","No","Yes","Yes","Brussels","Africa","Yes","Credit card (automatic)",108,5760.65,"No","2651-ZCBXV"
"Yes",0,"No","No",51,"Yes","No","Electronics","Yes","Yes","No","Yes","No","Brussels","China","Yes","Credit card (automatic)",93.5,4747.5,"No","3316-UWXUY"
"Yes",0,"No","No",2,"Yes","No","Electronics","Yes","No","No","No","No","Brussels","China","Yes","Mailed check",84.6,84.6,"Yes","8937-RDTHP"
"No",0,"No","No",73,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Credit card (automatic)",20.25,1566.9,"No","7083-MIOPC"
"No",0,"No","No",30,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","China","No","Electronic check",25.15,702,"No","1984-GPTEH"
"Yes",0,"No","No",3,"Yes","Yes","Clothing","No","Yes","No","No","No","Antwerp","China","Yes","Mailed check",54.4,114.1,"Yes","1251-KRREG"
"No",0,"No","No",11,"No",NA,"Clothing","No","No","No","Yes","No","Antwerp","Africa","Yes","Mailed check",29.6,299.05,"No","0621-JFHOL"
"Yes",0,"Yes","No",19,"Yes","Yes","Electronics","No","No","No","No","No","Antwerp","China","Yes","Electronic check",73.15,1305.95,"No","9903-LYSAB"
"No",1,"No","No",12,"Yes","No","Electronics","No","Yes","No","No","Yes","Brussels","China","Yes","Electronic check",95,1120.3,"Yes","0094-OIFMO"
"Yes",0,"No","No",17,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Mailed check",19.75,284.35,"No","9227-UAQFT"
"No",0,"No","No",73,"Yes","Yes","Clothing","No","Yes","Yes","Yes","Yes","Brussels","Africa","No","Bank transfer (automatic)",86.6,6350.5,"No","7301-ABVAD"
"Yes",0,"No","No",73,"Yes","Yes","Electronics","No","Yes","Yes","Yes","Yes","Brussels","Africa","No","Bank transfer (automatic)",109.2,7878.3,"No","6614-FHDBO"
"No",0,"Yes","Yes",42,"Yes","No","Clothing","Yes","No","No","Yes","Yes","Brussels","US","Yes","Credit card (automatic)",74.7,3187.65,"No","7576-ASEJU"
"No",1,"Yes","No",66,"Yes","No","Electronics","Yes","Yes","Yes","No","No","Brussels","China","No","Electronic check",94.4,6126.15,"No","9058-HRZSV"
"No",1,"No","No",14,"Yes","No","Clothing","No","Yes","Yes","No","No","Antwerp","China","Yes","Electronic check",54.8,731.3,"No","4522-AKYLR"
"Yes",1,"No","No",5,"Yes","No","Electronics","Yes","No","No","No","No","Antwerp","China","No","Electronic check",75.35,273.4,"No","0221-WMXNQ"
"Yes",0,"No","No",42,"Yes","Yes","Clothing","No","No","Yes","No","No","Brussels","US","No","Mailed check",65,2531.8,"No","0303-UNCIP"
"Yes",1,"No","No",16,"Yes","No","Electronics","No","Yes","No","No","No","Antwerp","China","Yes","Electronic check",74.4,1074.3,"Yes","9947-OTFQU"
"Yes",0,"No","No",2,"Yes","No","Clothing","Yes","No","No","No","No","Antwerp","China","Yes","Mailed check",48.55,48.55,"Yes","0322-YINQP"
"Yes",0,"No","No",43,"Yes","Yes","Electronics","Yes","Yes","Yes","No","No","Brussels","US","Yes","Electronic check",99,4298.45,"No","0959-WHOKV"
"No",0,"Yes","No",52,"Yes","No","Electronics","Yes","Yes","Yes","No","Yes","Antwerp","US","Yes","Electronic check",93.5,4619.55,"No","4075-JFPGR"
"No",0,"Yes","Yes",3,"Yes","No","Electronics","No","No","No","No","No","Antwerp","China","No","Electronic check",70.4,147.15,"Yes","4629-NRXKX"
"Yes",1,"Yes","No",2,"No",NA,"Clothing","No","Yes","No","No","Yes","Antwerp","China","No","Electronic check",40.2,40.2,"Yes","9514-JDSKI"
"Yes",0,"No","Yes",33,"Yes","Yes","Clothing","No","Yes","Yes","Yes","Yes","Brussels","US","No","Credit card (automatic)",83.7,2633.3,"No","3282-ZISZV"
"Yes",0,"No","No",11,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","Yes","Mailed check",19.85,193.05,"No","3675-YDUPJ"
"No",0,"Yes","Yes",68,"No",NA,"Clothing","No","Yes","Yes","Yes","Yes","Brussels","Africa","Yes","Electronic check",59.55,4103.9,"No","4111-BNXIF"
"No",0,"Yes","Yes",62,"Yes","Yes","Electronics","Yes","Yes","Yes","Yes","Yes","Brussels","Africa","No","Credit card (automatic)",115.1,7008.15,"No","7017-VFHAY"
"Yes",0,"No","No",51,"Yes","Yes","Electronics","Yes","Yes","Yes","Yes","Yes","Brussels","US","No","Credit card (automatic)",114.35,5791.1,"No","6655-LHBYW"
"No",0,"Yes","No",3,"Yes","No","Clothing","No","No","No","No","No","Antwerp","China","Yes","Credit card (automatic)",44.6,80.55,"Yes","4959-JOSRX"
"No",1,"Yes","No",30,"No",NA,"Clothing","Yes","No","Yes","No","No","Brussels","China","Yes","Electronic check",45,1228.65,"No","5046-NUHWD"
"Yes",1,"No","No",4,"No",NA,"Clothing","No","No","Yes","No","No","Brussels","China","Yes","Electronic check",41.15,132.2,"Yes","7273-TEFQD"
"Yes",1,"No","No",14,"Yes","Yes","Electronics","No","Yes","Yes","No","Yes","Brussels","China","Yes","Electronic check",106.9,1364.3,"Yes","3606-TWKGI"
"Yes",1,"Yes","No",58,"Yes","Yes","Electronics","No","Yes","No","No","No","Brussels","China","Yes","Electronic check",89.85,4925.35,"No","7529-ZDFXI"
"No",0,"No","No",32,"No",NA,"Clothing","Yes","Yes","No","Yes","No","Brussels","Africa","Yes","Bank transfer (automatic)",49.85,1520.1,"No","7605-BDWDC"
"No",0,"Yes","No",46,"Yes","Yes","Electronics","Yes","Yes","Yes","Yes","Yes","Brussels","US","No","Mailed check",113.3,5032.25,"No","1950-KSVVJ"
"No",0,"Yes","Yes",62,"Yes","Yes","Clothing","Yes","Yes","Yes","Yes","Yes","Brussels","Africa","No","Mailed check",88.1,5526.75,"No","0123-CRBRT"
"Yes",0,"No","No",51,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Bank transfer (automatic)",24.9,1195.25,"No","6292-TOSSS"
"No",1,"No","No",20,"Yes","No","Electronics","Yes","Yes","No","Yes","Yes","Brussels","China","Yes","Mailed check",105,2007.25,"No","3197-ARFOY"
"Yes",0,"No","No",60,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Mailed check",19.35,1099.6,"Yes","6323-AYBRX"
"No",0,"Yes","No",72,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","Africa","Yes","Credit card (automatic)",24.25,1732.95,"No","7014-ZZXAW"
"No",1,"No","No",17,"Yes","No","Electronics","No","No","No","Yes","Yes","Brussels","China","Yes","Electronic check",94.45,1511.2,"Yes","4385-GZQXV"
"Yes",0,"Yes","No",58,"Yes","No","Clothing","Yes","Yes","No","Yes","No","Antwerp","Africa","Yes","Electronic check",59.75,3450.15,"No","7633-MVPUY"
"Yes",0,"No","No",2,"No",NA,"Clothing","No","No","No","No","No","Antwerp","China","No","Bank transfer (automatic)",24.8,24.8,"Yes","6366-ZGQGL"
"Yes",1,"Yes","No",21,"Yes","Yes","Electronics","No","Yes","No","Yes","Yes","Brussels","China","No","Electronic check",107.05,2172.05,"No","4716-HHKQH"
"Yes",0,"No","No",2,"Yes","No","Electronics","No","No","No","No","No","Antwerp","China","No","Mailed check",70.6,70.6,"Yes","5940-AHUHD"
"Yes",0,"Yes","No",6,"Yes","Yes","Electronics","No","Yes","No","Yes","No","Antwerp","China","Yes","Electronic check",85.4,401.1,"Yes","6432-TWQLB"
"No",0,"Yes","No",53,"Yes","Yes","Electronics","No","Yes","Yes","No","Yes","Brussels","China","Yes","Electronic check",105.05,5624.85,"Yes","4484-GLZOU"
"Yes",1,"Yes","No",22,"Yes","No","Clothing","Yes","Yes","No","No","No","Brussels","China","Yes","Bank transfer (automatic)",64.95,1339.8,"No","3179-GBRWV"
"Yes",0,"No","No",15,"No",NA,"Clothing","No","No","Yes","Yes","Yes","Brussels","China","Yes","Electronic check",55,771.95,"No","8645-KWHJO"
"No",0,"No","No",6,"Yes","No","Clothing","No","Yes","No","No","No","Antwerp","China","No","Bank transfer (automatic)",50.55,244.75,"No","4130-MZLCC"
"No",0,"No","No",7,"Yes","No","Clothing","Yes","Yes","No","No","No","Antwerp","China","No","Mailed check",55.15,322.9,"No","0314-TKOSI"
"No",0,"No","No",11,"Yes","No","Clothing","No","Yes","No","No","No","Antwerp","China","No","Electronic check",51.2,498.25,"No","8229-MYEJZ"
"No",0,"No","Yes",2,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","China","No","Mailed check",25.4,25.4,"No","2080-SRCDE"
"No",0,"No","No",69,"Yes","Yes","Clothing","Yes","No","No","No","No","Antwerp","China","No","Mailed check",54.45,3687.75,"No","9577-WJVCQ"
"Yes",0,"Yes","Yes",19,"Yes","No","Electronics","No","No","Yes","No","Yes","Brussels","China","No","Mailed check",95.15,1779.95,"Yes","9512-UIBFX"
"No",0,"No","No",23,"Yes","Yes","Electronics","No","No","No","No","No","Antwerp","US","Yes","Credit card (automatic)",76,1783.6,"No","6202-DYYFX"
"No",0,"No","No",21,"Yes","No","Clothing","No","No","No","No","No","Antwerp","China","Yes","Electronic check",44.35,927.15,"No","3808-HFKDE"
"Yes",0,"Yes","No",2,"Yes","No","Electronics","No","No","No","No","No","Antwerp","China","No","Electronic check",70,70,"Yes","5583-SXDAG"
"Yes",1,"No","No",9,"Yes","No","Electronics","No","Yes","No","No","No","Antwerp","China","Yes","Electronic check",74.5,606.55,"Yes","3488-PGMQJ"
"Yes",0,"No","No",11,"Yes","No","Clothing","No","No","No","No","No","Antwerp","China","Yes","Credit card (automatic)",44.85,435.4,"Yes","3580-REOAC"
"Yes",1,"No","No",25,"Yes","Yes","Electronics","No","No","No","No","No","Antwerp","China","Yes","Electronic check",76.1,1712.7,"Yes","7534-BFESC"
"Yes",0,"No","No",36,"Yes","No","Clothing","Yes","Yes","Yes","No","No","Antwerp","US","No","Mailed check",61.2,2021.2,"No","3727-OWVYD"
"Yes",0,"Yes","Yes",24,"Yes","No","Electronics","No","Yes","Yes","Yes","No","Antwerp","US","No","Mailed check",86.8,1940.8,"No","2294-SALNE"
"No",1,"No","No",7,"Yes","No","Electronics","No","No","No","No","Yes","Brussels","China","Yes","Electronic check",89.35,567.8,"No","4847-TAJYI"
"No",0,"No","No",13,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Mailed check",19.7,220.35,"No","1563-IWQEX"
"Yes",0,"No","No",2,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Mailed check",20.25,20.25,"No","8203-XJZRC"
"No",0,"Yes","Yes",72,"Yes","No","Electronics","No","No","Yes","No","No","Antwerp","Africa","No","Electronic check",76.05,5436.45,"No","6556-DBKZF"
"Yes",1,"Yes","No",36,"Yes","Yes","Electronics","No","No","Yes","No","Yes","Brussels","China","Yes","Electronic check",100.8,3437.5,"No","6851-WEFYX"
"Yes",0,"Yes","Yes",41,"Yes","Yes","Clothing","No","No","Yes","No","Yes","Brussels","China","Yes","Electronic check",74.55,3015.75,"No","2985-JUUBZ"
"No",0,"No","Yes",2,"Yes","No","Electronics","Yes","No","No","No","No","Antwerp","China","Yes","Mailed check",73.6,73.6,"Yes","6390-DSAZX"
"Yes",0,"No","No",24,"Yes","No","Clothing","No","No","No","No","Yes","Brussels","US","Yes","Bank transfer (automatic)",64.9,1509.8,"No","0895-LMRSF"
"No",1,"No","No",5,"Yes","Yes","Electronics","No","No","No","No","Yes","Brussels","China","Yes","Electronic check",95.45,396.1,"Yes","8098-LLAZX"
"Yes",0,"No","No",5,"Yes","No","Electronics","No","No","Yes","Yes","No","Brussels","China","Yes","Electronic check",90.4,356.65,"No","8266-VBFQL"
"No",0,"Yes","Yes",69,"No",NA,"Clothing","No","Yes","Yes","Yes","Yes","Brussels","Africa","No","Credit card (automatic)",60.3,4109,"No","8181-YHCMF"
"Yes",0,"No","Yes",39,"Yes","Yes","Electronics","No","Yes","No","No","No","Antwerp","China","Yes","Mailed check",81.85,3141.7,"No","2240-HSJQD"
"Yes",0,"Yes","Yes",53,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Mailed check",24.8,1229.1,"No","1248-DYXUB"
"Yes",1,"Yes","No",33,"Yes","Yes","Electronics","No","No","No","No","No","Antwerp","China","Yes","Electronic check",74.9,2303.35,"Yes","0265-EDXBD"
"Yes",0,"Yes","Yes",30,"Yes","No","Clothing","No","No","Yes","Yes","Yes","Brussels","Africa","No","Mailed check",75.55,2054.4,"No","4115-BNPJY"
"Yes",1,"Yes","Yes",39,"Yes","Yes","Electronics","No","Yes","No","No","Yes","Brussels","China","No","Electronic check",101.15,3741.85,"No","3167-SNQPL"
